Show,Artists,Date,Days Elapsed,Day of Year,Sin Day of Year,Cos Day of Year,Day of Week,Sin Day of Week,Cos Day of Week,Tickets Sold,Total GBOR,Total GBOR Numeric,Advance Ticket Price,Artist Fee,Deal,Scan Count,Bar Sales,Bar Sales Numeric,GBOR Bar Sales Ratio,Bar Sales Per Head,Net Income,Spotify Followers,Spotify Followers Max,artist1_genres,artist2_genres,combined_genres
100 Proof Band,100 Proof Band,2019-10-06,5203,279,-0.9959189961471792,0.0902516100310407,7,-0.7818314824680299,0.6234898018587334,337.0,"$4,236.00",4236.0,$12.00 ,"$2,541.60",60% of GBOR,337.0,"$4,111.26",4111.26,1.0303410633236525,$12.20,"$1,354.76",268354,268354,,,
Coheed and Cambria,"Coheed, Cambria",2019-10-11,5208,284,-0.9844738167520924,0.1755314904214277,5,-0.433883739117558,-0.9009688679024191,775.0,"$27,900.00",27900.0,$36.00 ,"$20,250.00","$20,250 vs 85%",775.0,"$8,138.73",8138.73,3.428053271210619,$10.50,"$10,149.81","709257,709257",709257,progressive rock,progressive rock,progressive rock
All Black Affair,All Black Affair,2019-10-19,5216,292,-0.9510565162951536,0.3090169943749472,6,-0.9749279121818236,-0.2225209339563146,504.0,"$6,523.00",6523.0,$10.00 ,"$3,913.80",60% of GBOR,504.0,"$5,196.80",5196.8,1.2551955049261083,$10.31,"$2,811.07",298394,298394,neo soul,,neo soul
The Legwarmers,The Legwarmers,2019-10-25,5222,298,-0.9141279881853336,0.4054257283599973,5,-0.433883739117558,-0.9009688679024191,750.0,"$13,500.00",13500.0,$18.00 ,"$8,775.00",60% of GBOR,750.0,"$11,276.60",11276.6,1.1971693595587325,$15.04,"$8,818.92",21976,21976,"anime,nerdcore",,"nerdcore,anime"
Mason Ramsey,Mason Ramsey,2019-10-26,5223,299,-0.9070138128026362,0.4211008707960891,6,-0.9749279121818236,-0.2225209339563146,548.0,"$8,240.00",8240.0,$15.00 ,"$4,944.00",60% of GBOR,548.0,"$1,984.79",1984.79,4.151572710463071,$3.62,"$1,957.36",238563,238563,country,,country
Of Montreal,Of Montreal,2019-10-28,5225,301,-0.8919813464595487,0.4520722039323037,1,0.0,1.0,195.0,"$3,841.00",3841.0,$20.00 ,"$4,000.00","$4,000 + 70% ",195.0,"$1,443.01",1443.01,2.661797215542512,$7.40,"-$2,157.40",350637,350637,"psychedelic pop,baroque pop,art pop",,"baroque pop,psychedelic pop,art pop"
Infamous Stringdusters,Infamous Stringdusters,2019-11-01,5229,305,-0.858763958275803,0.5123714121284235,5,-0.433883739117558,-0.9009688679024191,758.0,"$22,882.92",22882.92,$29.99 ,"$15,219.25",60% of GBOR,759.0,"$10,972.26",10972.26,2.085524768826112,$14.46,"$11,535.57",108066,108066,"newgrass,bluegrass,americana",,"americana,newgrass,bluegrass"
Carbon Leaf,Carbon Leaf,2019-11-02,5230,306,-0.8498170915275277,0.5270777086423724,6,-0.9749279121818236,-0.2225209339563146,476.0,"$8,137.00",8137.0,$18.00 ,"$4,732.20",60% of GBOR,476.0,"$4,252.91",4252.91,1.91327820245432,$8.93,"$3,095.95",32411,32411,"celtic rock,celtic",,"celtic,celtic rock"
Alejandra Aranda,Alejandra Aranda,2019-11-03,5231,307,-0.8406184056344783,0.5416278206559811,7,-0.7818314824680299,0.6234898018587334,770.0,"$15,406.00",15406.0,$20.00 ,"$8,145.60","$5,000 + 70%",770.0,"$1,962.55",1962.55,7.849991083029732,$2.55,"$6,523.14",123703,123703,,,
Hippocampus,Hippocampus,2019-11-04,5232,308,-0.8311706263658079,0.5560174366570446,1,0.0,1.0,775.0,"$21,259.22",21259.22,$26.00 ,"$12,164.31",60% of GBOR,775.0,"$2,353.28",2353.28,9.033867623062278,$3.04,"$6,800.08",646126,646126,,,
Blues Traveler,Blues Traveler,2019-11-05,5233,309,-0.8214765533024145,0.5702422926917867,2,0.7818314824680298,0.6234898018587336,614.0,"$19,738.00",19738.0,$32.00 ,"$15,000.00","$15,000 + 70%",610.0,"$6,413.13",6413.13,3.077748306988943,$10.51,"$6,818.18",699530,699530,,,
Billy Strings,Billy Strings,2019-11-07,5235,311,-0.801361088174677,0.5981809144059158,4,0.4338837391175582,-0.900968867902419,775.0,"$15,492.25",15492.25,$19.99 ,"$10,529.58",60% of GBOR,775.0,"$10,176.84",10176.84,1.5223045660539027,$13.13,"$9,305.94",482783,482783,"bluegrass,newgrass,americana",,"americana,newgrass,bluegrass"
Billy Strings,Billy Strings,2019-11-08,5236,312,-0.7909456567567774,0.6118864012687242,5,-0.433883739117558,-0.9009688679024191,775.0,"$15,492.25",15492.25,$19.99 ,"$10,529.58",60% of GBOR,775.0,"$11,655.92",11655.92,1.3291314628103144,$15.04,"$10,287.04",482783,482783,"bluegrass,newgrass,americana",,"americana,newgrass,bluegrass"
Kishi Bashi,Kishi Bashi,2019-11-09,5237,313,-0.780295851070776,0.6254105729852457,6,-0.9749279121818236,-0.2225209339563146,574.0,"$11,511.00",11511.0,$20.00 ,"$7,500.00",$7500 + 70%,537.0,"$3,409.18",3409.18,3.376471761537965,$6.35,"$3,553.87",252374,252374,chamber pop,,chamber pop
Boy Named Banjo,Boy Named Banjo,2019-11-15,5243,319,-0.711656622281775,0.7025274741691566,5,-0.433883739117558,-0.9009688679024191,388.0,"$5,547.00",5547.0,$15.00 ,"$2,612.20",60% of GBOR,385.0,"$4,462.11",4462.11,1.2431338537149466,$11.59,"$1,922.93",23393,23393,"bluegrass,newgrass",,"newgrass,bluegrass"
Randy Houser,Randy Houser,2019-11-16,5244,320,-0.6994583270516471,0.7146733860429608,6,-0.9749279121818236,-0.2225209339563146,354.0,"$13,138.00",13138.0,$37.00 ,"$20,000.00","$20,000 + 70%",354.0,"$5,664.15",5664.15,2.319500719437162,$16.00,"-$7,114.72",1057247,1057247,"country,acoustic country",,"country,acoustic country"
Eddie From Ohio,Eddie From Ohio,2019-11-17,5245,321,-0.6870527672236675,0.7266075247685652,7,-0.7818314824680299,0.6234898018587334,204.0,"$5,958.00",5958.0,$27.00 ,"$3,424.80",60% of GBOR,204.0,$940.18,940.18,6.337084388095897,$4.61,-$44.32,4521,4521,rage rap,,rage rap
Hangover Ball,Hangover Ball,2019-11-19,5247,323,-0.661634618242279,0.749826401204568,2,0.7818314824680298,0.6234898018587336,106.0,"$1,473.00",1473.0,$12.00 ,$613.80,60% of GBOR,235.0,"$3,302.83",3302.83,0.4459811737207183,$14.05,-$572.09,478,478,,,
Fruit Bats,Fruit Bats,2019-11-21,5249,325,-0.6354323008901775,0.7721565844991641,4,0.4338837391175582,-0.900968867902419,356.0,"$6,138.00",6138.0,$17.00 ,"$3,502.80",$3145 vs 60%,356.0,"$3,906.79",3906.79,1.571110809641675,$10.97,"$2,928.52",191626,191626,,,
Thankful Dead,Thankful Dead,2019-11-27,5255,331,-0.5524353131676203,0.8335557718385695,3,0.9749279121818236,-0.2225209339563143,375.0,"$4,528.00",4528.0,$12.00 ,"$2,446.80",60% of GBOR,375.0,"$5,310.46",5310.46,0.8526568319881893,$14.16,"$2,264.53",1930254,1930254,"psychedelic rock,acid rock",,"acid rock,psychedelic rock"
Dark Star Orchestra,Dark Star Orchestra,2019-12-04,5262,338,-0.4482293417404106,0.893918596519257,3,0.9749279121818236,-0.2225209339563143,562.0,"$18,136.00",18136.0,$32.00 ,"$17,500.00","$17,500 + 70%",619.0,"$8,800.89",8800.89,2.06070067913586,$14.22,"$2,760.85",8304,8304,,,
BJP and The Moneymakers,"BJP, The Moneymakers",2019-12-05,5263,339,-0.4327755925504317,0.9015016841318838,4,0.4338837391175582,-0.900968867902419,96.0,"$1,022.00",1022.0,$10.00 ,$321.20,60% of GBOR,96.0,"$1,054.94",1054.94,0.9687754753824862,$10.99,"-$1,264.62","24,0",24,,,
Andrew McMahon,Andrew McMahon,2019-12-07,5265,341,-0.4014879892059737,0.9158642882672868,6,-0.9749279121818236,-0.2225209339563146,775.0,"$25,575.00",25575.0,$33.00 ,"$15,529.91","$14,500 vs 85%",688.0,"$4,912.64",4912.64,5.2059585070349135,$7.14,"$10,815.92",197795,197795,,,
Robert Earl Keen,Robert Earl Keen,2019-12-08,5266,342,-0.3856634062436074,0.9226395488404876,7,-0.7818314824680299,0.6234898018587334,632.0,"$19,026.00",19026.0,$30.00 ,"$7,807.05",$3750+70% of GBOR,696.0,"$6,317.08",6317.08,3.011834581800452,$9.08,"$8,708.23",189728,189728,"texas country,red dirt,alt country,americana",,"red dirt,alt country,americana,texas country"
106 and Park Dance Party,"106, Park Dance Party",2019-12-13,5271,347,-0.3049212246562894,0.9523775757303972,5,-0.433883739117558,-0.9009688679024191,531.0,"$4,411.00",4411.0,$10.00 ,"$2,646.60",60% of GBOR,531.0,"$6,715.30",6715.3,0.6568582192902774,$12.65,"$2,808.89","4236,74423",74423,,,
Ugly Sweater Party,Ugly Sweater Party,2019-12-14,5272,348,-0.2884824328806098,0.9574851883550388,6,-0.9749279121818236,-0.2225209339563146,104.0,$552.00,552.0,$12.00 ,$552.00,60% of GBOR,104.0,"$1,326.40",1326.4,0.4161640530759951,$12.75,"-$1,124.22",182822,182822,,,
Skip Castro,Skip Castro,2019-12-18,5276,352,-0.2219215130041667,0.9750645322571944,3,0.9749279121818236,-0.2225209339563143,340.0,"$7,086.00",7086.0,$22.00 ,"$3,981.60",60% of GBOR,340.0,"$3,900.66",3900.66,1.8166156496592885,$11.47,"$3,470.06",87,87,,,
Sons of Bill,Sons of Bill,2019-12-23,5281,357,-0.1372787721132651,0.9905324521322229,1,0.0,1.0,504.0,"$11,453.00",11453.0,$20.00 ,"$5,730.14",60% of GBOR,504.0,"$6,126.14",6126.14,1.8695295895947528,$12.16,"$6,669.54",9112,9112,"alt country,americana,red dirt",,"americana,alt country,red dirt"
Indecision,Indecision,2019-12-27,5285,361,-0.0688024268023206,0.9976303053065856,5,-0.433883739117558,-0.9009688679024191,279.0,"$4,218.00",4218.0,$15.00 ,"$2,110.80",60% of GBOR,279.0,"$5,243.74",5243.74,0.8043877080099319,$18.79,"$2,273.60",576,576,,,
No BS Brass Band,No BS! Brass Band,2019-12-31,5289,365,6.432490598706546e-16,1.0,2,0.7818314824680298,0.6234898018587336,394.0,"$12,891.00",12891.0,$33.00 ,"$6,000.00",$6000 + 70% of GBOR,455.0,"$7,104.33",7104.33,1.814527196794068,$15.61,"$7,983.96",899,899,,,
David Bromberg,David Bromberg,2020-01-09,5298,9,0.1543088206642811,0.9880226656636976,4,0.4338837391175582,-0.900968867902419,166.0,"$6,680.00",6680.0,$37.00 ,"$4,000.00","$4,000 + 70%",184.0,$919.30,919.3,7.2663983465680415,$5.00,$453.03,33834,33834,americana,,americana
Steel Wheels,Steel Wheels,2020-01-11,5300,11,0.1882267098432442,0.9821256058680006,6,-0.9749279121818236,-0.2225209339563146,775.0,"$19,377.00",19377.0,$25.00 ,"$12,335.00",60% of GBOR,775.0,"$6,589.16",6589.16,2.940739031985868,$8.50,"$9,657.79",18504,18504,"bluegrass,newgrass,americana",,"americana,newgrass,bluegrass"
The Legwarmers,The Legwarmers,2020-01-17,5306,17,0.288482432880609,0.9574851883550392,5,-0.433883739117558,-0.9009688679024191,775.0,"$13,950.00",13950.0,$18.00 ,"$9,067.50",60% of GBOR,775.0,"$12,052.31",12052.31,1.1574544630863297,$15.55,"$9,295.12",21976,21976,"anime,nerdcore",,"nerdcore,anime"
Drake Night Dance Party,Drake Night Dance Party,2020-01-18,5307,18,0.304921224656289,0.9523775757303974,6,-0.9749279121818236,-0.2225209339563146,592.0,"$4,415.00",4415.0,$10.00 ,"$2,349.00",60% of GBOR,518.0,"$7,079.96",7079.96,0.6235910937349929,$13.67,"$3,021.08",39493,39493,comedy,,comedy
The Devil Makes Three,The Devil Makes Three,2020-01-22,5311,22,0.3697245428906731,0.9291414114031744,3,0.9749279121818236,-0.2225209339563143,633.0,"$16,035.00",16035.0,$25.00 ,"$10,447.75",60% of GBOR,633.0,"$7,644.36",7644.36,2.097624915624068,$12.08,"$7,667.22",355538,355538,"bluegrass,gothic country,newgrass,americana,folk punk,alt country,folk,country blues",,"folk punk,gothic country,folk,newgrass,alt country,country blues,bluegrass,americana"
Aquarious Exravaganza,Aquarious Exravaganza,2020-01-24,5313,24,0.401487989205973,0.9158642882672872,5,-0.433883739117558,-0.9009688679024191,343.0,"$3,308.00",3308.0,$7.00 ,"$1,684.80",60% of GBOR,343.0,"$3,840.02",3840.02,0.861453846594549,$11.20,"$1,116.72",476,476,,,
Turkuaz,Turkuaz,2020-01-25,5314,25,0.4171936026123168,0.9088176373395028,6,-0.9749279121818236,-0.2225209339563146,770.0,"$11,854.00",11854.0,$15.00 ,"$7,175.35",60% of GBOR,770.0,"$10,371.25",10371.25,1.1429673375919007,$13.47,"$7,553.15",34833,34833,,,
Jordan Davis,Jordan Davis,2020-01-30,5319,30,0.4937755501599771,0.869589389346611,4,0.4338837391175582,-0.900968867902419,504.0,"$13,127.00",13127.0,$26.00 ,"$12,500.00","$12,500 + 70%",504.0,"$6,213.19",6213.19,2.11276333091375,$12.33,"$2,453.23",1431236,1431236,country,,country
The Wailers,The Wailers,2020-02-12,5332,43,0.6744436188329455,0.7383263540031065,3,0.9749279121818236,-0.2225209339563143,326.0,"$7,334.00",7334.0,$22.00 ,"$5,000.00",$5000 + 70%,326.0,"$4,106.34",4106.34,1.7860186930453883,$12.60,"$1,575.97",586629,586629,"reggae,roots reggae,ska,rocksteady",,"rocksteady,reggae,ska,roots reggae"
Kendall St. Company,Kendall St. Company,2020-02-14,5334,45,0.699458327051647,0.7146733860429609,5,-0.433883739117558,-0.9009688679024191,675.0,"$8,284.00",8284.0,$15.00 ,"$4,015.40",60% of GBOR,675.0,"$8,378.38",8378.38,0.9887352925028468,$12.41,"$6,199.23",16672,16672,,,
Amanda Shires,Amanda Shires,2020-02-15,5335,46,0.7116566222817746,0.7025274741691571,6,-0.9749279121818236,-0.2225209339563146,431.0,"$10,797.00",10797.0,$25.00 ,"$4,400.00",$4400 + 85%,431.0,"$4,104.71",4104.71,2.630392890118912,$9.52,"$5,695.94",57467,57467,"americana,alt country",,"americana,alt country"
Galactic,Galactic,2020-02-16,5336,47,0.7236440382959124,0.6901733882429719,7,-0.7818314824680299,0.6234898018587334,451.0,"$11,483.00",11483.0,$25.00 ,"$6,356.80",60% of GBOR,451.0,"$6,581.81",6581.81,1.7446568649049423,$14.59,"$5,595.22",129868,129868,"jazz funk,funk rock,acid jazz",,"funk rock,jazz funk,acid jazz"
Kyle Kinane,Kyle Kinane,2020-02-18,5338,49,0.7469720876965552,0.6648553979642865,2,0.7818314824680298,0.6234898018587336,297.0,"$8,149.00",8149.0,$25.00 ,"$2,949.50",$2000 vs 50% ,297.0,"$2,080.98",2080.98,3.915943449720805,$7.01,"$4,515.98",42081,42081,comedy,,comedy
Drive By Truckers,Drive By Truckers,2020-02-19,5339,50,0.7583058084785624,0.6518989958787126,3,0.9749279121818236,-0.2225209339563143,602.0,"$15,158.00",15158.0,$25.00 ,"$11,500.00","$11,500 + 70%",602.0,"$7,952.51",7952.51,1.90606487762983,$13.21,"$5,158.00",228041,228041,"alt country,southern rock,americana,roots rock,country rock",,"country rock,alt country,roots rock,americana,southern rock"
Zoso,Zoso,2020-02-21,5341,52,0.7802958510707755,0.6254105729852463,5,-0.433883739117558,-0.9009688679024191,659.0,"$11,220.00",11220.0,$18.00 ,"$6,498.00",60% of GBOR,659.0,"$11,220.00",11220.0,1.0,$17.03,"$5,895.78",162,162,,,
Elephante,Elephante,2020-02-26,5346,57,0.8311706263658079,0.5560174366570446,3,0.9749279121818236,-0.2225209339563143,318.0,"$6,157.00",6157.0,$20.00 ,"$3,694.20",60% of GBOR,318.0,"$3,130.17",3130.17,1.9669858186616065,$9.84,"$2,048.90",101273,101273,edm,,edm
Vegabonds,Vegabonds,2020-02-27,5347,58,0.8406184056344782,0.5416278206559814,4,0.4338837391175582,-0.900968867902419,582.0,"$6,066.00",6066.0,$12.00 ,"$3,242.60",60% of GBOR,582.0,"$6,522.40",6522.4,0.930025757389918,$11.21,"$2,765.14",17387,17387,southern rock,,southern rock
Nathan Colberg,Nathan Colberg,2020-02-28,5348,59,0.8498170915275278,0.5270777086423722,5,-0.433883739117558,-0.9009688679024191,752.0,"$8,028.00",8028.0,$12.00 ,"$5,023.20",60% of GBOR,752.0,"$5,007.45",5007.45,1.603211215289219,$6.66,"$2,707.09",9134,9134,,,
Rockn to Lockn,Rockn to Lockn,2020-03-06,5355,66,0.907013812802636,0.4211008707960896,5,-0.433883739117558,-0.9009688679024191,500.0,"$4,533.00",4533.0,$10.00 ,"$2,016.50",50% of GBOR,500.0,"$5,420.70",5420.7,0.8362388621395761,$10.84,"$2,645.70",565485,565485,,,
Cody Purvis,Cody Purvis,2020-03-07,5356,67,0.9141279881853336,0.4054257283599973,6,-0.9749279121818236,-0.2225209339563146,565.0,"$5,294.00",5294.0,$10.00 ,"$2,996.40",60% of GBOR,565.0,"$8,314.36",8314.36,0.6367297061950649,$14.72,"$3,294.67",2307,2307,,,
O.A.R.,O.A.R.,2020-03-08,5357,68,0.9209712877166346,0.3896304495307879,7,-0.7818314824680299,0.6234898018587334,775.0,"$31,000.00",31000.0,$40.00 ,"$20,529.24","$20,000 + 70%",718.0,"$9,152.63",9152.63,3.387004609604016,$12.75,"$12,309.91",408999,408999,,,
Shovels and Rope,"Shovels, Rope",2021-04-13,5758,103,0.97961369164549,-0.200890555130635,2,0.7818314824680298,0.6234898018587336,517.0,"$15,594.00",15594.0,$30.00 ,"$10,000.00","$10,000 vs 85%",486.0,"$5,303.98",5303.98,2.940056335054054,$10.91,"$5,724.63","184251,132",184251,"americana,alt country,bluegrass,roots rock","melodic death metal,ska punk","ska punk,alt country,roots rock,melodic death metal,bluegrass,americana"
Illiterate Light,Illiterate Light,2021-07-23,5859,204,-0.3617137307297674,-0.9322892131745134,5,-0.433883739117558,-0.9009688679024191,443.0,"$4,331.00",4331.0,$10.00 ,"$2,000.00",$2000 vs 50%,463.0,"$5,366.00",5366.0,0.8071188967573611,$11.59,"$1,740.62",21147,21147,,,
Vax to the Future Dance Party,Vax to the Future Dance Party,2021-07-24,5860,205,-0.3777079652039646,-0.92592477719385,6,-0.9749279121818236,-0.2225209339563146,188.0,"$2,296.00",2296.0,$12.00 ,"$1,377.60",60% of GBOR,188.0,"$2,165.00",2165.0,1.0605080831408775,$11.52,-$504.47,163501,163501,disco,,disco
Disco Risque and Lord Nelson,"Disco Risque, Lord Nelson",2021-07-30,5866,211,-0.4711595076738639,-0.8820480249558535,5,-0.433883739117558,-0.9009688679024191,194.0,"$2,550.00",2550.0,$12.00 ,"$1,530.00",60% of GBOR,214.0,"$2,801.00",2801.0,0.9103891467333096,$13.09,-$84.55,"873,3905",3905,hi-nrg,"calypso,soca","soca,calypso,hi-nrg"
The 77's,The 77's,2021-08-06,5873,218,-0.5737722679043243,-0.8190148866680802,5,-0.433883739117558,-0.9009688679024191,128.0,"$1,610.00",1610.0,$12.00 ,"$1,500.00",$1500 vs 85%,158.0,"$2,711.00",2711.0,0.5938767982294356,$17.16,"-$1,246.79",684692,684692,"doo-wop,northern soul",,"doo-wop,northern soul"
Kingfish Ingram,Kingfish Ingram,2021-08-13,5880,225,-0.6680638642135333,-0.7441039398713608,5,-0.433883739117558,-0.9009688679024191,596.0,"$14,978.00",14978.0,$25.00 ,"$7,500.00",$7500 vs 85%,488.0,"$5,514.00",5514.0,2.716358360536816,$11.30,"$9,150.36",208889,208889,"blues,modern blues,blues rock",,"blues rock,blues,modern blues"
Cody Purvis,Cody Purvis,2021-08-14,5881,226,-0.6807734094770159,-0.7324940716135792,6,-0.9749279121818236,-0.2225209339563146,264.0,"$4,839.00",4839.0,$18.00 ,"$2,903.40",60% of GBOR,264.0,"$4,429.00",4429.0,1.0925716866109731,$16.78,"$1,700.93",2307,2307,,,
The Legwarmers,The Legwarmers,2021-08-27,5894,239,-0.8263541987239094,-0.5631507242749187,5,-0.433883739117558,-0.9009688679024191,750.0,"$15,002.00",15002.0,$20.00 ,"$10,151.40",60% of GBOR,750.0,"$8,354.00",8354.0,1.7957864496049796,$11.14,"$7,551.55",21976,21976,"anime,nerdcore",,"nerdcore,anime"
The Legwarmers,The Legwarmers,2021-08-28,5895,240,-0.8359254794186365,-0.5488429582847199,6,-0.9749279121818236,-0.2225209339563146,501.0,"$10,040.00",10040.0,$20.00 ,"$6,526.00",60% of GBOR,501.0,"$6,389.00",6389.0,1.5714509312881515,$12.75,"$5,447.67",21976,21976,"anime,nerdcore",,"nerdcore,anime"
Brent Cobb ,Brent Cobb,2021-09-01,5899,244,-0.8717063187093217,-0.4900286664290594,3,0.9749279121818236,-0.2225209339563143,199.0,"$5,043.00",5043.0,$25.00 ,"$2,725.80",60% of GBOR,148.0,"$2,418.00",2418.0,2.0856079404466503,$16.34,$895.69,168492,168492,"americana,alt country,red dirt",,"americana,alt country,red dirt"
Kendall St. Company,Kendall St. Company,2021-09-10,5908,253,-0.9368813462954316,-0.3496474552512282,5,-0.433883739117558,-0.9009688679024191,193.0,"$3,043.00",3043.0,$15.00 ,"$1,175.80",60% of GBOR,193.0,"$3,116.00",3116.0,0.9765725288831836,$16.15,$361.10,16672,16672,,,
Colony House,Colony House,2021-09-14,5912,257,-0.9587178169872964,-0.2843591872810036,2,0.7818314824680298,0.6234898018587336,271.0,"$5,432.00",5432.0,$20.00 ,"$2,369.70",60% of GBOR,204.0,$672.00,672.0,8.083333333333334,$3.29,$197.74,209351,209351,,,
Zoso,Zoso,2021-09-17,5915,260,-0.9721181966290612,-0.2344913895704105,5,-0.433883739117558,-0.9009688679024191,158.0,"$2,774.00",2774.0,$18.00 ,"$1,514.40",60% of GBOR,196.0,"$1,919.00",1919.0,1.4455445544554455,$9.79,-$528.05,162,162,,,
Todd Snider,Todd Snider,2021-09-18,5916,261,-0.9760105506323682,-0.2177232303965322,6,-0.9749279121818236,-0.2225209339563146,390.0,"$12,556.00",12556.0,$32.00 ,"$6,993.00",60% of GBOR,268.0,"$2,901.00",2901.0,4.328162702516374,$10.82,"$5,749.99",89129,89129,"alt country,americana,red dirt,texas country",,"americana,alt country,red dirt,texas country"
Ani Difranco,Ani Difranco,2021-09-24,5922,267,-0.9932568492674144,-0.1159345995955006,5,-0.433883739117558,-0.9009688679024191,357.0,"$13,219.00",13219.0,$37.00 ,"$13,000.00","$13,000 vs 85%",276.0,"$2,562.00",2562.0,5.1596409055425445,$9.28,"-$1,012.49",255734,255734,singer-songwriter,,singer-songwriter
Muscadine Bloodline,Muscadine Bloodline,2021-09-25,5923,268,-0.9951053111006974,-0.0988201387328721,6,-0.9749279121818236,-0.2225209339563146,348.0,"$5,240.00",5240.0,$15.00 ,"$3,024.00",$2900 vs 60%,127.0,"$1,799.00",1799.0,2.912729294052251,$14.17,$920.05,329887,329887,"red dirt,country,texas country",,"red dirt,country,texas country"
Watkins Family Hour,Watkins Family Hour,2021-09-29,5927,272,-0.9995462806873572,-0.0301203048469083,3,0.9749279121818236,-0.2225209339563143,188.0,"$6,562.00",6562.0,$35.00 ,"$5,000.00",$5000 vs 85%,188.0,$852.00,852.0,7.7018779342723,$4.53,-$228.56,13177,13177,"bluegrass,americana,newgrass",,"americana,newgrass,bluegrass"
Lucero,Lucero,2021-10-17,5945,290,-0.9611297838723007,0.2760969730974688,7,-0.7818314824680299,0.6234898018587334,474.0,"$10,478.00",10478.0,$22.00 ,"$5,000.00",$5000 vs 85%,335.0,"$4,844.00",4844.0,2.163088356729975,$14.46,"$5,704.56",106869,106869,"alt country,americana,red dirt,texas country,southern rock",,"red dirt,alt country,americana,southern rock,texas country"
Spafford,Spafford,2021-10-26,5954,299,-0.9070138128026362,0.4211008707960891,2,0.7818314824680298,0.6234898018587336,225.0,"$4,604.00",4604.0,$20.00 ,"$2,322.53",60% of GBOR,267.0,"$3,483.00",3483.0,1.3218489807637095,$13.04,$957.45,45391,45391,,,
Flatland Cavalry,Flatland Cavalry,2021-10-28,5956,301,-0.8919813464595487,0.4520722039323037,4,0.4338837391175582,-0.900968867902419,246.0,"$3,703.00",3703.0,$15.00 ,"$2,048.00",60% of GBOR,246.0,"$2,901.78",2901.78,1.2761132821923094,$11.80,$189.25,318550,318550,"texas country,red dirt,country",,"red dirt,country,texas country"
TAUK,TAUK,2021-10-30,5958,303,-0.8758917051442433,0.4825077417612176,6,-0.9749279121818236,-0.2225209339563146,178.0,"$3,222.00",3222.0,$18.00 ,$933.20,60% of GBOR,213.0,"$2,746.00",2746.0,1.173343044428259,$12.89,$531.04,54728,54728,jazz fusion,,jazz fusion
Steep Canyon Rangers,Steep Canyon Rangers,2021-11-05,5964,309,-0.8214765533024145,0.5702422926917867,5,-0.433883739117558,-0.9009688679024191,239.0,"$6,011.00",6011.0,$25.00 ,"$3,185.10",60% of GBOR,279.0,"$1,928.00",1928.0,3.1177385892116183,$6.91,$860.49,59573,59573,"bluegrass,newgrass,americana",,"americana,newgrass,bluegrass"
Donna The Buffalo,Donna The Buffalo,2021-11-06,5965,310,-0.8115390590073611,0.5842981736283683,6,-0.9749279121818236,-0.2225209339563146,214.0,"$4,242.00",4242.0,$20.00 ,"$2,545.20",60% of GBOR,189.0,"$2,808.00",2808.0,1.5106837606837606,$14.86,$548.78,21904,21904,"newgrass,bluegrass,americana",,"americana,newgrass,bluegrass"
Circles Around the Sun,Circles Around the Sun,2021-11-10,5969,314,-0.7694148268839381,0.6387494220515268,3,0.9749279121818236,-0.2225209339563143,155.0,"$3,208.00",3208.0,$20.00 ,"$3,000.00",$3000 vs 85%,161.0,"$1,847.00",1847.0,1.7368706009745534,$11.47,"-$1,203.74",51321,51321,,,
Shakey Graves,Shakey Graves,2021-11-12,5971,316,-0.7469720876965551,0.6648553979642866,5,-0.433883739117558,-0.9009688679024191,750.0,"$22,500.00",22500.0,$30.00 ,"$13,680.00",60% of GBOR,750.0,"$6,724.00",6724.0,3.34622248661511,$8.97,"$11,357.44",568025,568025,indie folk,,indie folk
Jake Shimabakuro,Jake Shimabakuro,2021-11-13,5972,317,-0.7354170229639858,0.6776147890466887,6,-0.9749279121818236,-0.2225209339563146,151.0,"$4,542.00",4542.0,$30.00 ,"$2,636.39",60% of GBOR,170.0,$648.57,648.57,7.003099125768999,$3.82,$302.83,87731,87731,,,
Lettuce,Lettuce,2021-11-14,5973,318,-0.7236440382959124,0.690173388242972,7,-0.7818314824680299,0.6234898018587334,357.0,"$9,069.00",9069.0,$25.00 ,"$4,031.40",60% of GBOR,347.0,"$4,857.00",4857.0,1.867201976528721,$14.00,"$5,987.25",220425,220425,"jazz funk,funk rock",,"funk rock,jazz funk"
Andrew McMahon,Andrew McMahon,2021-11-17,5976,321,-0.6870527672236675,0.7266075247685652,3,0.9749279121818236,-0.2225209339563143,348.0,"$12,196.00",12196.0,$35.00 ,"$13,750.00","$13,500 vs 85%",384.0,"$2,971.00",2971.0,4.105015146415348,$7.74,"-$4,015.36",197795,197795,,,
Houndmouuth,Houndmouuth,2021-11-22,5981,326,-0.622046748440868,0.7829801036770624,1,0.0,1.0,663.0,"$14,650.00",14650.0,$22.00 ,"$8,000.00","$8,000 vs 85%",663.0,"$5,174.00",5174.0,2.831465017394666,$7.80,"$8,042.01",320276,320276,,,
Thankful Dead,Thankful Dead,2021-11-24,5983,328,-0.594726686960764,0.8039279618328208,3,0.9749279121818236,-0.2225209339563143,340.0,"$4,133.00",4133.0,$12.00 ,"$2,479.80",60% of GBOR,414.0,"$5,817.00",5817.0,0.7105036960632628,$14.05,"$2,347.30",1930254,1930254,"psychedelic rock,acid rock",,"acid rock,psychedelic rock"
