Show,Date,Tickets Sold,Total GBOR,Advance Ticket Price,Artist Fee,Deal,Scan Count,Bar Sales,Bar Sales Per Head,Net Income
Israel Vibrations,Sun 2/14/16,160.0,"$3,352.00",$20.00,"$3,000.00","$3,000 Guarantee",167.0,"$1,852.00",$11.09,"-$1,137.45"
Allen Stone,Fri 5/20/16,253.0,"$4,048.00",$16.00,"$5,000.00",$5000 + 70%,253.0,"$2,608.00 ",$10.31,"-$1,364.67"
Frightened Rabbit,Wed 9/14/16,401.0,"$6,943.00",$18.00,"$7,500.00",$7500 + 70%,384.0,"$3,104.00 ",$8.08,"-$1,394.42"
Of Montreal,Tue 9/6/16,221.0,"$4,028.00",$18.00,"$4,000.00",,221.0,$952.00 ,$4.31,"-$1,530.79"
Travelling McCoury's,Fri 4/29/16,111.0,"$2,324.00",$20.00,"$4,000.00",$5000 + 70%,111.0,"$1,863.00 ",$16.78,"-$3,260.18"
Cadillac 3,Sat 2/18/17,775.0,"$13,950.00",$18.00 ,"$7,350.49",$7500 + 70%,775.0,"$11,536.00",$14.89,"$13,395.77"
Ben Folds,Sat 4/15/17,759.0,"$34,155.00",$45.00 ,"$26,957.49",$25000 + 70%,759.0,"$6,560.00",$8.64,"$11,716.78"
Turnpike Troubadours,Tue 4/25/17,760.0,"$13,680.00",$18.00 ,"$6,649.75","$5,000 + 70%",760.0,"$10,535.00",$13.86,"$10,573.95"
The Legwarmers,Fri 10/6/17,775.0,"$12,400.00",$16.00 ,"$8,060.00",60%,775.0,"$12,874.00",$16.61,"$11,541.41"
Sylvan Esso,Fri 9/15/17,756.0,"$18,900.00",$25.00 ,"$12,390.00",60%,756.0,"$7,154.00",$9.46,"$11,147.48"
Skip Castro,Fri 12/29/17,590.0,"$13,142.00",$22.00 ,"$7,615.20",60%,590.0,"$8,150.00",$13.81,"$11,068.00"
Greensky Bluegrass,Tue 1/24/17,777.0,"$15,980.00",$20.00 ,"$10,224.50",60%,777.0,"$10,796.00",$13.89,"$11,024.03"
Third Eye Blind,Fri 10/20/17,790.0,"$33,190.00",$42.00 ,"$23,793.92","$25,000 + 70%",790.0,"$7,602.00",$9.62,"$11,010.06"
Sons of Bill,Sat 12/23/17,739.0,"$16,268.00",$20.00 ,"$9,508.85",60%,800.0,"$8,612.00",$10.77,"$10,569.67"
Corey Smith,Fri 3/31/17,607.0,"$12,280.00",$20.00 ,"$7,068.00",60%,607.0,"$10,866.00",$17.90,"$10,356.43"
Neko Case,Fri 3/10/17,649.0,"$23,454.00",$36.00 ,"$16,155.46","$15,000 + 70%",649.0,"$5,239.00",$8.07,"$10,285.47"
The Devil Makes Three,Sun 1/29/17,775.0,"$15,500.00",$20.00 ,"$10,002.50",60%,775.0,"$10,268.00",$13.25,"$10,138.01"
Chris Robinson Brotherhood,Sun 10/8/17,520.0,"$10,528.00",$20.00 ,"$6,000.00",$6000 + 70%,520.0,"$5,537.00",$10.65,"$10,105.91"
Eli Young Band,Fri 3/17/17,713.0,"$21,503.47",$29.99 ,"$15,404.26","$15,000 + 70%",721.0,"$8,449.00",$11.72,"$9,892.75"
Sylvan Esso,Thu 9/14/17,754.0,"$18,850.00",$25.00 ,"$12,335.00",,754.0,"$6,888.00",$9.14,"$9,806.66"
Future Islands,Tue 5/30/17,765.0,"$16,834.00",$22.00 ,"$10,367.83",$8500 + 70%,765.0,"$7,583.00",$9.91,"$9,794.43"
Angel Olsen,Tue 11/28/17,750.0,"$15,336.00",$20.00 ,"$7,691.90",60%,724.0,"$5,157.00",$7.12,"$9,726.43"
Steve Earle,Fri 12/8/17,464.0,"$18,054.00",$39.00 ,"$10,000.00","$10,000 + 70%",485.0,"$5,120.00",$10.56,"$9,541.87"
Big Gigantic,Tue 2/21/17,775.0,"$20,150.00",$26.00 ,"$9,582.92",60%,775.0,"$9,817.00",$12.67,"$9,416.08"
Steel Wheels,Sun 12/31/17,488.0,"$20,597.00",$37.00 ,"$13,500.00","$13,500 + 70%",488.0,"$8,492.00",$17.40,"$9,143.44"
Julien Baker,Sun 10/15/17,390.0,"$6,290.00",$16.00 ,"$3,325.00",60%,390.0,"$1,775.35",$4.55,"$2,035.10"
Franz Ferdinand,Thu 6/15/17,759.0,"$19,085.00",$25.00 ,"$12,130.36","$10,000 + 70%",759.0,"$5,695.00",$7.50,"$8,820.85"
Kamasi Washington,Thu 11/30/17,574.0,"$15,909.50",$27.50 ,"$10,000.00","$10,000 + 70%",673.0,"$6,056.00",$9.00,"$8,281.76"
Kurt Vile,Thu 1/26/17,702.0,"$14,234.00",$20.00 ,"$8,580.68",$8450 + 70%,722.0,"$6,591.00",$9.13,"$8,499.94"
Parachute,Sun 4/23/17,700.0,"$17,550.00",$25.00 ,"$9,605.10",60%,720.0,"$3,063.00",$4.25,"$8,191.45"
Margo Price,Sat 2/25/17,770.0,"$12,387.00",$16.00 ,"$7,635.55",60%,801.0,"$7,223.31",$9.02,"$7,924.15"
The Legwarmers,Sat 1/28/17,612.0,"$9,913.00",$16.00 ,"$5,947.80",60%,612.0,"$8,024.76",$13.11,"$7,923.01"
Johnny Swim,Thu 3/23/17,754.0,"$16,588.00",$22.00 ,"$10,488.40",60%,754.0,"$3,516.55",$4.66,"$7,852.51"
Puddles Pity Party,Sun 12/10/17,620.0,"$22,328.00",$35.00 ,"$14,222.00","$10,000 + 70%",594.0,"$2,549.00",$4.29,"$7,731.19"
Rising Appalachia,Fri 3/24/17,608.0,"$12,620.00",$20.00 ,"$7,159.80",60%,608.0,"$5,478.83",$9.01,"$7,658.56"
Brett Young,Sat 10/14/17,752.0,"$22,552.48",$29.99 ,"$15,546.15","$15,000 + 70%",704.0,"$7,429.00",$10.55,"$7,606.68"
Robert Earl Keen,Sun 3/19/17,493.0,"$14,906.00",$30.00 ,"$10,000.00","$10,000 + 70%",507.0,"$5,709.00",$11.26,"$7,546.47"
SOJA,Sat 10/21/17,557.0,"$19,495.00",$35.00 ,"$15,298.00",80%,557.0,"$8,272.90",$14.85,"$7,438.12"
Cody Purvis,Sat 1/14/17,750.0,"$8,476.00",$12.00 ,"$4,180.40",60%,750.0,"$8,732.00",$11.64,"$7,341.52"
Kap Slap,Fri 12/1/17,681.0,"$13,236.00",$20.00 ,"$6,888.60",60%,681.0,"$3,074.75",$4.52,"$7,291.94"
The Legwarmers,Fri 6/9/17,520.0,"$8,424.00",$16.00 ,"$5,056.80",60%,520.0,"$8,024.60",$15.43,"$7,211.41"
Wailin Jennies,Sun 12/17/17,540.0,"$18,799.00",$27.00 ,"$12,024.52","$10,000 + 70%",540.0,"$2,097.00",$3.88,"$7,161.75"
Hot in Herre,Sat 3/25/17,785.0,"$7,360.00",$10.00 ,"$5,182.50",75%,811.0,"$8,888.00",$10.96,"$7,028.28"
Rockn to Lockn,Fri 4/21/17,798.0,"$5,624.00",$7.00 ,"$2,931.00",50%,798.0,"$7,611.00",$9.54,"$6,935.48"
No BS Brass Band - People's Blues of Richmond,Sat 11/18/17,459.0,"$7,574.00",$16.00 ,"$3,964.00",60%,560.0,"$7,874.00",$14.06,"$6,920.52"
Gogol Bordello,Fri 4/7/17,666.0,"$21,420.00",$32.00 ,"$17,500.00","$17,500 + 70%",666.0,"$7,650.00",$11.49,"$6,889.18"
Dave Rawlings Machine,Sat 12/9/17,618.0,"$20,481.00",$33.00 ,"$16,500.00","$16,500 + 70%",632.0,"$5,979.00",$9.46,"$6,864.21"
Judah and the Lion,Mon 10/16/17,754.0,"$16,588.00",$22.00 ,"$10,132.00",60%,754.0,"$5,550.00",$7.36,"$6,824.32"
Tig Notaro,Mon 12/11/17,443.0,"$15,839.00",$35.00 ,"$9,273.71","$8,000 + 70%",443.0,"$1,754.00",$14.89,"$6,622.85"
Lucero,Fri 6/30/17,415.0,"$9,280.00",$22.00 ,"$6,000.00","$6,000 + 70%",415.0,"$7,243.00",$17.45,"$6,475.19"
The Steel Wheels,Sat 12/30/17,450.0,"$12,573.00",$27.00 ,"$7,170.90",60%,450.0,"$3,288.00",$7.31,"$6,358.04"
Mandolin Orange,Thu 9/28/17,505.0,"$10,300.00",$20.00 ,"$5,780.00",60%,505.0,"$3,884.00",$7.69,"$6,215.20"
Pink Talking Phish,Thu 4/20/17,115.0,"$1,780.00",$15.00 ,$918.00,60%,556.0,"$10,535.00",$18.95,"$6,143.88"
Galactic,Thu 3/16/17,437.0,"$9,842.00",$22.00 ,"$5,123.40",60%,437.0,"$6,062.00",$13.87,"$6,138.38"
Steel Wheels,Fri 4/28/17,417.0,"$14,493.00",$32.00 ,"$7,941.61",$6500 + 70%,417.0,"$2,916.00",$6.99,"$5,942.41"
Groove Train,Sat 11/25/17,478.0,"$5,972.00",$12.00 ,"$3,403.00",60%,488.0,"$7,095.00",$14.54,"$5,436.61"
Nasty,Fri 5/5/17,316.0,"$1,308.00",$5.00 ,"$1,000.00",$1000 vs 50%,316.0,"$5,339.00",$16.90,"$5,375.69"
Carbon Leaf,Fri 11/3/17,491.0,"$8,955.00",$18.00 ,"$5,253.00",60%,510.0,"$5,468.00",$10.72,"$5,339.53"
Boy Named Banjo,Fri 11/10/17,479.0,"$7,270.00",$15.00 ,"$3,385.00",$2000 vs 50%,486.0,"$4,653.00",$9.57,"$5,142.80"
LANY,Tue 5/16/17,551.0,"$8,389.00",$15.00 ,"$3,500.00",$3500 + 70%,502.0,"$2,190.00",$4.36,"$5,104.70"
Steep Canyon Rangers and Larry Keel,Sat 12/2/17,367.0,"$9,313.00",$25.00 ,"$6,037.80",60%,425.0,"$5,074.00",$11.94,"$5,085.94"
Carseat Headrest,Sat 6/3/17,578.0,"$9,320.00",$16.00 ,"$4,992.00",60%,601.0,"$3,909.00",$6.50,"$4,829.46"
Electric Guest,Sat 9/16/17,596.0,"$7,358.00",$12.00 ,"$4,302.60",$2250 vs 60%,596.0,"$4,744.00",$7.96,"$4,716.89"
Who's Bad,Sat 2/11/17,480.0,"$7,749.00",$16.00 ,"$4,649.00",60%,497.0,"$4,173.00",$8.40,"$4,397.42"
Hippo Campus,Tue 11/14/17,588.0,"$10,627.00",$18.00 ,"$6,076.20",60%,588.0,"$3,128.00",$5.32,"$4,347.93"
Thankful Dead,Wed 11/22/17,335.0,"$4,192.00",$12.00 ,"$2,275.20",60%,335.0,"$5,962.00",$17.80,"$4,227.33"
Donna the Buffalo,Fri 2/3/17,319.0,"$4,858.00",$15.00 ,"$2,764.80",60%,372.0,"$5,794.00",$15.58,"$4,143.97"
Pink Talking Phish,Thu 10/26/17,390.0,"$4,864.00",$13.00 ,"$3,845.75","$3,000 + 50%",390.0,"$5,264.00",$13.50,"$4,099.44"
Blind Pilot,Mon 2/6/17,443.0,"$8,912.00",$20.00 ,"$5,047.20",60%,443.0,"$3,481.00",$7.86,"$4,085.16"
Zoso,Fri 2/17/17,358.0,"$5,480.00",$15.00 ,"$3,168.00",60%,358.0,"$4,987.00",$13.93,"$3,922.29"
Nasty,Sat 6/10/17,403.0,"$3,537.00",$7.00 ,"$1,693.50",$1000 vs 50%,586.0,"$5,225.67",$8.92,"$3,861.92"
Yngwie Malmsteen,Wed 11/8/17,370.0,"$13,758.00",$37.00 ,"$10,000.00","$10,000 + 70%",370.0,"$3,030.00",$8.19,"$3,771.55"
Eddie from Ohio,Sat 12/16/17,344.0,"$9,680.00",$27.00 ,"$5,598.00",60%,339.0,"$1,275.00",$3.76,"$3,744.88"
The Mavericks,Fri 5/19/17,530.0,"$19,696.00",$37.00 ,"$17,000.00","$17,000 + 70%",530.0,"$4,996.00",$9.43,"$3,711.74"
Delbert McClinton,Sat 4/8/17,482.0,"$17,030.00",$35.00 ,"$15,000.00",$15000 + 70%,482.0,"$4,572.00",$9.49,"$3,595.43"
Nasty,Sat 10/7/17,372.0,"$1,538.00",$5.00 ,"$1,000.00","$1,000 vs 50%",372.0,"$6,198.00",$16.66,"$3,271.05"
Jerry Garcia Band Featuring Melvin Seals,Tue 3/14/17,270.0,"$5,616.00",$20.00 ,"$3,000.00","$3,000 + 70%",270.0,"$4,284.00",$15.87,"$3,250.36"
Nasty,Sun 5/7/17,284.0,"$1,185.00",$5.00 ,"$1,000.00","$1,000 vs 50%",361.0,"$6,471.00",$17.93,"$3,084.46"
Kishi Bashi,Wed 4/26/17,430.0,"$6,929.00",$16.00 ,"$3,938.00",60%,430.0,"$2,718.00",$6.32,"$3,032.98"
Japandroids,Sat 10/28/17,370.0,"$8,182.00",$22.00 ,"$4,848.80",60%,347.0,"$3,192.02",$9.20,"$3,008.13"
Cville Pride Pageant,Sun 9/10/17,85.0,"$1,439.00",$15.00 ,$544.50,50%,85.0,$0.00,$0.00,$283.98
J Roddy Walston and the Business,Tue 5/9/17,226.0,"$4,209.00",$18.00 ,"$1,978.80",60%,226.0,"$3,529.00",$15.62,"$2,661.72"
Ugly Sweater Party - Chamimille & Whiskey,Fri 12/15/17,307.0,"$3,754.00",$10.00 ,"$1,644.00",60%,307.0,"$5,090.00",$16.58,"$2,578.11"
Love Canon,Fri 6/16/17,331.0,"$5,024.50",$15.00 ,"$2,356.50",60%,331.0,"$4,156.55",$12.56,"$2,453.31"
Living Colour,Thu 10/19/17,281.0,"$7,149.00",$25.00 ,"$5,000.00",$5000 + 70%,281.0,"$3,914.00",$13.93,"$2,420.77"
Papadosio,Thu 2/9/17,270.0,"$4,963.00",$18.00 ,"$2,478.00",60%,335.0,"$4,273.00",$12.76,"$2,370.36"
Hackensaw Boys,Fri 11/24/17,237.0,"$4,330.00",$18.00 ,"$2,090.00",60%,237.0,"$3,578.00",$15.10,"$2,352.42"
Sleigh Bells,Wed 3/1/17,338.0,"$6,836.00",$20.00 ,"$4,000.00",$4000 + 70%,338.0,"$2,538.00",$7.51,"$2,336.41"
Hot In Herre,Fri 11/17/17,543.0,"$5,107.00",$10.00 ,"$3,492.75",75%,574.0,"$3,797.00",$6.61,"$2,276.57"
Indecision,Wed 12/27/17,252.0,"$3,928.00",$15.00 ,"$2,027.00",60%,252.0,"$3,997.00",$15.86,"$2,184.07"
Alligator,Sat 8/5/17,283.0,"$3,586.00",$12.00 ,"$1,971.60",60%,283.0,"$4,011.00",$14.17,"$2,169.89"
Delta Rae,Fri 8/25/17,498.0,"$11,049.51",$21.99 ,"$7,500.00",$7500 + 70%,498.0,"$3,025.00",$6.07,"$2,005.25"
No Scrubs,Sun 7/23/17,264.0,"$2,448.00",$10.00 ,"$1,498.00",75%,327.0,"$3,796.00",$11.61,"$1,909.49"
Drew Holcomb,Wed 3/29/17,285.0,"$5,730.00",$20.00 ,"$2,988.00",60%,285.0,"$1,551.00",$5.44,"$1,847.08"
Come Together Cville,Sun 8/20/17,593.0,"$5,687.00",$10.00 ,$0.00,,593.0,"$4,805.00",$8.10,"$1,840.33"
Moon Hooch,Tue 2/28/17,306.0,"$4,348.00",$14.00 ,"$2,608.80",60%,306.0,"$2,739.44",$8.95,"$1,833.96"
Nasty,Sat 1/21/17,162.0,"$1,442.00",$7.00 ,"$1,000.00",$1000 vs 50%,162.0,"$3,635.00",$22.44,"$1,740.45"
Jukebox the Ghost,Sat 9/30/17,353.0,"$5,632.00",$16.00 ,"$3,229.00",60%,353.0,"$2,221.00",$6.29,"$1,659.71"
Mutemath,Sat 9/23/17,455.0,"$10,501.00",$23.00 ,"$8,500.00",$8500 + 70%,446.0,"$3,064.00",$6.87,"$1,455.74"
Nasty,Sat 3/4/17,219.0,"$1,939.00",$7.00 ,"$1,000.00",$1000 vs 50%,250.0,"$2,746.44",$10.99,"$1,402.50"
DJ Shadow,Sun 7/30/17,345.0,"$8,853.00",$25.00 ,"$7,500.00",$7500 + 70%,345.0,"$4,154.00",$12.04,"$1,373.80"
Moon Hooch and Marco Benevento,Tue 10/24/17,209.0,"$3,428.00",$16.00 ,"$1,906.80",60%,209.0,"$3,195.00",$15.29,"$1,317.29"
Club Jefferson,Sat 7/1/17,161.0,$671.00,$5.00 ,$200.00,$200 vs 50%,161.0,"$2,334.00",$14.50,"$1,269.63"
People's Blues of Richmond/Kendall Street,Sat 2/4/17,398.0,"$4,747.00",$12.00 ,"$2,848.20",60%,398.0,"$5,946.00",$14.94,"$1,161.51"
COIN,Wed 9/27/17,252.0,"$3,809.00",$15.00 ,"$2,135.00",60%,252.0,$974.00,$3.87,"$1,105.18"
Animal Collective,Sat 5/20/17,507.0,"$15,291.36",$29.99 ,"$15,000.00","$15,000 + 70%",511.0,"$4,624.00",$9.05,"$1,094.81"
Jamestown Revival,Thu 4/27/17,219.0,"$3,983.00",$18.00 ,"$2,109.00",60%,219.0,"$2,668.00",$12.18,"$1,020.69"
Appetite for Destruction,Thu 1/12/17,149.0,"$2,161.00",$15.00 ,"$1,086.00",60%,149.0,"$2,402.00",$16.12,$788.28
David Bromberg,Tue 3/7/17,175.0,"$6,828.00",$35.00 ,"$4,500.00",$4500 + 70%,175.0,"$1,422.00",$8.13,$677.84
Club Jefferson,Sat 7/15/17,114.0,$462.00,$5.00 ,$200.00,$200 vs 50%,114.0,"$1,982.31",$17.39,$317.86
Local Natives,Tue 3/21/17,524.0,"$13,678.00",$26.00 ,"$12,500.00",$12500 + 70%,524.0,"$3,084.00",$5.89,$276.17
Gryffin,Wed 10/25/17,375.0,"$6,800.00",$18.00 ,"$3,150.00",$3150 + 70%,375.0,"$3,115.00",$8.31,"$2,386.09"
James Vincent McMorrow,Tue 6/13/17,192.0,"$3,910.00",$20.00 ,"$2,854.80",60%,195.0,"$1,006.00",$5.16,$109.79
Bruce In the USA,Thu 1/19/17,113.0,"$1,725.00",$15.00 ,$720.00,60%,113.0,"$1,530.00",$13.54,$83.91
Iration,Wed 11/1/17,210.0,"$3,824.00",$18.00 ,"$2,000.00",60%,210.0,"$1,058.00",$5.04,-$106.00
Nasty,Fri 6/23/17,115.0,"$1,017.00",$7.00 ,"$1,000.00",$1000 vs 50%,124.0,$133.00,$1.07,-$699.92
Club Jefferson,Fri 9/8/17,13.0,$55.00,$5.00 ,$200.00,$200 vs 50%,56.0,$790.00,$14.11,-$760.90
Nasty,Sat 8/26/17,79.0,$687.00,$7.00 ,"$1,000.00",$1000 vs 50%,79.0,"$1,094.00",$13.85,-$921.20
Citizen Cope,Tue 4/25/17,347.0,"$9,786.00",$28.00 ,"$12,000.00","$12,000 vs 70%",347.0,"$4,363.00",$12.57,-$966.97
Club Jefferson,Fri 7/7/17,49.0,$201.00,$5.00 ,$200.00,$200 vs 50%,49.0,$770.00,$15.71,"-$1,220.72"
Infamous Stringdusters,1/19/18,779.0,"$19,491.00",$25.00 ,"$12,149.40",60%,779.0,"$13,839.00",$17.77,"$15,479.55"
Dark Star Orchestra,Fri 3/30/18,775.0,"$23,242.25",$29.99 ,"$17,947.49","$15,000 + 70%",775.0,"$13,982.00",$18.04,"$13,796.75"
Cole Swindell,1/27/18,775.0,"$30,992.25",$39.99 ,"$23,843.07","$22,000 + 70%",775.0,"$10,521.00",$13.58,"$13,407.85"
Infamous Stringdusters,11/16/18,784.0,"$23,587.41",$29.99 ,"$14,631.84",60% of GBOR,784.0,"$11,458.62",$14.62,"$12,168.59"
Margo Price,4/28/18,750.0,"$18,750.00",$25.00 ,"$11,809.21","$10,000 + 70%",750.0,"$8,119.00",$10.83,"$11,772.42"
Rainbow Kitten Surprise,9/24/18,760.0,"$18,750.00",$22.50 ,"$10,974.00","$7,500 + 70%",760.0,"$6,685.00",$8.80,"$11,571.01"
Legwarmers,Fri 6/15/18,775.0,"$12,467.00",$16.00 ,"$12,467.00",60%,775.0,"$11,797.00",$15.22,"$11,358.13"
The Wood Brothers,Thu 1/25/18,775.0,"$19,379.00",$25.00 ,"$12,597.00","$10,000 + 70%",775.0,"$8,945.00",$11.54,"$11,289.66"
The Wailers,Wed 2/7/18,549.0,"$12,304.00",$22.00 ,"$6,345.00","$5,000 +70%",549.0,"$8,896.00",$16.20,"$11,206.93"
Shakey Graves,Thu 5/10/18,773.0,"$19,328.00",$25.00 ,"$12,028.58",60%,773.0,"$7,403.00",$9.58,"$11,153.81"
Keller Williams,Fri 2/16/18,641.0,"$14,292.00",$22.00 ,"$8,596.20",60%,641.0,"$9,770.71",$15.24,"$11,005.11"
J Roddy Walston and Futurebirds,Thu 2/22/18,635.0,"$11,563.00",$18.00 ,"$5,491.50",$3000 vs 50%,635.0,"$8,954.64",$14.10,"$10,959.63"
The Legwarmers,Sat 2/17/18,775.0,"$12,479.00",$16.00 ,"$8,111.31",60%,775.0,"$11,090.00",$14.31,"$10,904.39"
The Legwarmers,Fri 9/28/18,775.0,"$12,400.00",$16.00 ,"$8,060.00",60%,775.0,"$10,776.49",$13.91,"$10,733.02"
Dr. Dog,Fri 4/20/18,775.0,"$20,150.00",$26.00 ,"$13,483.59",$10000 vs 70%,775.0,"$9,161.00",$11.82,"$10,565.14"
San Holo,11/11/18,775.0,"$17,050.00",$22.00 ,"$9,016.14",$6800 + 70%,775.0,"$7,200.00",$9.29,"$10,493.46"
Drive By Truckers,3/26/18,692.0,"$17,382.00",$25.00 ,"$11,615.39","$10,000 + 70%",692.0,"$9,753.00",$14.09,"$10,387.23"
The Devil Makes Three,1/31/18,683.0,"$15,592.00",$22.50 ,"$9,609.25",65%,683.0,"$8,896.00",$13.02,"$10,279.36"
Trampled by Turltes,9/9/18,754.0,"$18,850.00",$25.00 ,"$12,026.68",$9000 +70%,727.0,"$7,346.64",$10.11,"$10,207.59"
The Cadillac Three,4/26/18,647.0,"$14,292.00",$22.00 ,"$10,000.00","$10,000 + 70%",647.0,"$10,304.00",$15.93,"$10,166.65"
Who's Bad,2/3/18,324.0,"$5,184.00",$16.00 ,"$2,960.00",60%,324.0,"$7,106.00",$21.93,"$9,953.03"
Borns,9/22/18,754.0,"$19,604.00",$26.00 ,"$11,292.00",60%,754.0,"$6,685.00",$8.87,"$9,810.76"
Brothers Osborne,8/26/18,711.0,"$31,319.00",$44.00 ,"$25,000.00","$25,000 + 70%",711.0,"$7,828.00",$11.01,"$9,896.25"
Matt & Kim,3/24/18,756.0,"$22,672.44",$29.99 ,"$15,606.96",$14750 + 70%,756.0,"$6,278.65",$8.31,"$9,701.27"
Marcus King Band,11/13/18,751.0,"$11,449.00",$15.00 ,"$7,172.60",60%,751.0,"$8,508.00",$11.33,"$9,469.70"
They Might Be Giants,1/17/18,689.0,"$17,267.00",$25.00 ,"$10,610.57",$8000 + 70%,689.0,"$4,619.00",$6.70,"$8,981.46"
Anderson East,4/24/18,775.0,"$13,175.00",$17.00 ,"$6,131.50",$3500 + 70%,775.0,"$5,829.00",$7.52,"$8,606.64"
Yo La Tengo,4/8/18,624.0,"$12,623.00",$20.00 ,"$6,950.73",$6000 + 70%,624.0,"$5,110.00",$8.19,"$8,304.00"
Jenny Lewis,7/31/18,631.0,"$15,703.00",$25.00 ,"$10,000.00","$10,000 + 70%",631.0,"$5,996.00",$9.50,"$7,685.25"
Kendall St. Company,Sat 9/1/18,780.0,"$6,446.00",$10.00 ,"$2,555.81",60%,780.0,"$8,593.00",$11.02,"$7,427.93"
Rhett Miller and Evan Felker,2/21/18,243.0,"$7,372.00",$28.00 ,"$4,500.00",$5000 + 70%,243.0,"$2,081.97",$8.57,"$7,315.05"
Colter Wall,4/6/18,543.0,"$8,201.00",$15.00 ,"$4,490.60",$3150 vs 60%,497.0,"$6,686.00",$13.45,"$7,258.28"
Frank Turner,10/28/18,582.0,"$16,021.50",$27.50 ,"$9,600.00",$9600 + 70%,582.0,"$4,997.00",$8.59,"$7,246.80"
Zoso,Thu 2/15/18,490.0,"$7,508.00",$15.00 ,"$4,384.00",60%,490.0,"$7,111.00",$14.51,"$6,679.96"
Mat Kearney,9/19/18,653.0,"$19,256.00",$29.50 ,"$10,000.00","$10,000 + 70%",653.0,"$5,310.00",$8.13,"$6,570.15"
No Scrubs,2/10/18,579.0,"$5,461.00",$10.00 ,"$2,870.75",75%,593.0,"$9,095.00",$15.34,"$6,495.28"
Matisyahu,3/14/18,493.0,"$12,370.00",$25.00 ,"$7,000.00",$7500 + 70%,493.0,"$4,789.21",$9.71,"$6,445.41"
Andrew McMahon,5/1/18,692.0,"$22,502.00",$32.50 ,"$17,500.00",$17500 + 70%,692.0,"$4,237.00",$6.12,"$6,453.41"
The Record Company,4/21/18,430.0,"$8,672.00",$20.00 ,"$4,745.70",60%,430.0,"$5,076.00",$11.80,"$5,671.71"
The Lone Bellow,7/26/18,478.0,"$9,636.00",$20.00 ,"$5,351.10",60%,478.0,"$4,050.00",$8.47,"$5,640.15"
Buckethead,5/6/18,422.0,"$11,552.00",$27.00 ,"$7,500.00",$7500 + 70%,422.0,"$4,643.00",$11.00,"$5,602.44"
Calexico,5/3/18,366.0,"$9,196.00",$25.00 ,"$4,000.00",$4000 + 70%,369.0,"$2,953.00",$8.00,"$5,381.53"
Chamomille & Whiskey,Sat 3/17/18,453.0,"$5,542.00",$12.00 ,"$3,100.20",60%,478.0,"$5,599.00",$11.71,"$4,940.69"
Cigarettes After Sex,3/31/18,532.0,"$10,613.00",$20.00 ,"$6,214.80",60%,532.0,"$1,656.99",$3.11,"$4,915.10"
Cry Cry Cry,4/7/18,353.0,"$12,343.00",$33.50 ,"$7,500.00",$7500 + 70%,353.0,"$1,271.00",$3.60,"$4,883.60"
Rockn to Lockn,3/16/18,335.0,"$3,250.00",$10.00 ,"$1,410.00",50%,335.0,"$5,025.00",$15.00,"$4,512.25"
Donna the Buffalo,1/20/18,372.0,"$7,343.00",$20.00 ,"$4,225.80",60%,410.0,"$5,307.00",$12.94,"$4,742.36"
The Casuals,6/1/18,453.0,"$5,374.00",$12.00 ,"$2,954.50",60%,453.0,"$5,540.00",$12.23,"$4,710.59"
Cracker and Camper Van Beethoven,1/15/18,302.0,"$6,746.00",$22.00 ,"$3,283.00","$3,000 vs 50%",302.0,"$4,035.00",$13.36,"$4,585.77"
Rising Appalachia,Mon 5/14/18,414.0,"$8,504.00",$20.00 ,"$5,134.40",60%,414.0,"$3,549.00",$8.57,"$4,269.45"
Twiddle,4/25/18,375.0,"$6,120.00",$16.00 ,"$5,262.00",60%,375.0,"$3,672.00",$9.79,"$4,231.87"
Kendall St. Company and Adar,Fri 3/23/18,346.0,"$5,161.00",$15.00 ,"$2,092.95",60%,346.0,"$4,758.00",$13.75,"$3,602.95"
Chris Robinson Brotherhood,11/8/18,326.0,"$7,306.00",$22.00 ,"$6,000.00",$6000 + 70%,326.0,"$5,553.00",$17.03,"$3,123.63"
Wild Child,3/22/18,389.0,"$5,905.00",$15.00 ,"$2,583.00",60%,389.0,"$3,290.00",$8.46,"$3,078.07"
Cody Purvis,1/6/18,356.0,"$3,796.00",$10.00 ,"$1,907.60",60%,356.0,"$5,183.00",$14.56,"$3,070.10"
Delta Rae,3/29/18,305.0,"$6,749.16",$20.00 ,"$3,772.50",60%,305.0,"$2,554.00",$8.37,"$3,054.72"
Ani Difranco,5/12/18,487.0,"$17,141.00",$35.00 ,"$15,000.00","$15,000 + 70%",452.0,"$3,802.00",$8.41,"$2,904.00"
Collie Buddz,1/13/18,113.0,"$2,542.50",$22.00 ,$725.50,60%,205.0,"$4,442.00",$21.67,"$2,818.00"
Tim OBrien,3/9/18,165.0,"$5,925.00",$30.00 ,"$2,780.77",60%,165.0,"$1,429.00",$8.66,"$2,283.36"
Bodeans,5/18/18,194.0,"$5,936.00",$30.00 ,"$3,500.00",$3500 + 70%,194.0,"$2,121.00",$10.93,"$2,214.47"
Albemarle High School Jazz Band,3/11/18,321.0,"$6,669.00",$20.00 ,"$4,286.40",60%,321.0,"$1,076.40",$3.35,"$2,200.19"
Groove Train,5/5/18,245.0,"$3,060.00",$12.00 ,"$1,386.00",60%,262.0,"$3,459.00",$13.20,"$2,125.77"
Miguel,3/25/18,758.0,"$32,675.00",$42.50 ,"$17,500.00",$17500 + 70%,758.0,"$6,027.00",$7.95,"$2,079.22"
